Name Company,Company Overview,Company Size,Company Address,Industry,company_id
Thủ Đô Multimedia,"Được thành lập vào ngày 29/03/2010, Công ty Cổ phần Truyền thông Đa phương tiện Thủ Đô là một trong những công ty tiên phong về nghiên cứu & sản xuất Mobile App, truyền hình OTT, TV Technology Solutions, Giải pháp bảo vệ bản quyền nội dung số Digital Rights Management (DRM), Giải pháp truyền dẫn độ trễ thấp Low Latency Streaming, dịch vụ giá trị gia tăng trên mạng điện thoại di động tại Việt Nam Suốt 10 năm qua, với đội ngũ nhân sự từ các trường đại học như ĐH Bách khoa Hà Nội, Đại học Công nghệ - ĐHQGHN, HV Bưu chính Viễn thông, ĐH Ngoại thương, ĐH Kinh tế Quốc dân … , chúng tôi luôn cố gắng để vươn lên trở thành doanh nghiệp mạnh trong lĩnh vực CNTT nói chung và ngành nội dung số nói riêng. Những thành quả mà chúng tôi đã đạt được như lời khẳng định trên thị trường như: - Tháng 12/2019: Giải pháp bảo vệ bản quyền nội dung số Sigma DRM của Thủ Đôvượt qua kiểm định bảo mật Farncombe của Cartesian - Lọt vào danh sách 20 công ty toàn cầu sở hữu giải pháp bảo vệ bản quyền SigmaDRM (DRM-Digital Rights Managements). Chúng tôi tự tin đem trí tuệ Việt Nam đi toàn thế giới. - Sở hữu nhiều phát minh công nghệ trong lĩnh vực truyền hình: Livestreaming, truyền hình tương tác, truyền hình internet, CDN- Đã triển khai giải pháp cho nhiều đối tác lớn tại Việt Nam, Mỹ, Ấn Độ và Trung Đông như: Akamai, Nuance, VTVCab, Viettel, Vinaphone, Mobifone, MCV ... - Là đơn vị đi đầu và đề xuất những hình thức quảng cáo mới trên nền tảng internet và truyền hình OTT, bạn hiểu được Digital Marketing không chỉ là tạo campaign và tiêu ngân sách. Digital Marketing còn là kiếm được tiền về cho công ty bằng năng lực và sáng tạo của Marketer",100-499,"tầng 10, Tòa nhà Diamond Flower Towner, Số 48 Lê Văn Lương, Thanh Xuân, Hà Nội",IT phần mềm,C_6e442097
Tierra Wine Bar,"Nhà hàng Âu nhỏ xinh, ấm cúng trên con phố nhỏ Nguyễn Quyền giữa lòng Hà Nội. Khách hàng nói rằng họ yêu thích và nhung nhớ những bữa tối lãng mạn, ấm áp trong tiếng piano tại Tierra Wine Bar với các loại rượu vang, whisky danh tiếng, các món Âu đặc trưng như salad cá ngừ, cá hồi nướng phô-mai, bít tết v.v . Với môi trường làm việc thân thiện, hòa đồng và hơn nữa được tìm hiểu về rượu vang và ẩm thực Châu Âu. Đảm bảo các quyền lợi theo luật lao động đối với nhân viên",Đang cập nhật,"Số: 02 Nguyễn Quyền, Phường Nguyễn Du, Quận Hai Bà Trưng. , Hanoi, Vietnam","Phục vụ - Tạp vụ, Khách sạn - Nhà hàng, Lễ tân - PG - PB",C_dc17d5bf
Times Cargo Logistic,"Times Cargo Logistic Co., LTD was established in 2010, headquartered in Ho Chi Minh City. Through many years of development, we have become one of the leading freight forwarders, Logistics Services provider (SEA/LAND/AIR), DG cargo, projects and especially in field of Multimodal Transport Transit Cambodia & Lao and North American Trade with over 100 staffs at 7 different offices 1) Head Office: The Yuson Tower, 273B Ton Dan Str., Ward 15, District 4. Ho Chi Minh City 2) Hai Phong Branch Office:R402A, 4 Floor, TD Building, 20A Le Hong Phong Str., Ngo Quyen Dist., Hai Phong City, Vietnam 3) Ho Chi Minh Customs Broker Office: The Yuson Tower, 273B Ton Dan Str., Ward 15, District 4. Ho Chi Minh City 4) Dong Nai Customs Broker Office:R401-4, Amata Service Center, Long Binh Ward, Bien Hoa City, Dong Nai Province 5) Moc Bai Border Office:Kios 21, Thuan Tay Hamlet, Loi Thuan Ward, Ben Cau District, Tay Ninh Province6) Da Nang Brand Office:4th Floor, Sunrise Building 2, No. 10 Ngo Gia Tu Str., Thach Thang Ward, Hai Chau District, Da Nang City, Vietnam 7) Cambodia Brand Office:Orkide Villa (St.2004) #TC11, St. LyLy, Sangkat Ou Bek Kaaom, Khan Sen Sok Phnom Penh, Cambodia.o ONE OF 20 LOCAL LOGISTIC COMPANY HAVE USA FMC LICENSED o TOP 5 IN CROSS BORDER TRANSPORTATION TO CAMBODIA IN MARKET o A MEMBER OF WCA/ VLA/ JC TRANS o CUSTOMS BROKER LICENSE o LIABILITY INSURANCE o HAVING LICENSE OF MULTI-MODAL TRANSPORATION VISIONWe strive to be the South East Asia Region’s leading provider of logistics.We will continue to further develop our position as a region & global market leader of transport and logistics solutions. SERVICE:Air & Sea transport - import & export Specialize in USA routine Dangerous cargo transport and logistic solution Providing Multimodal Transport – In transit to Cambodia & Laos Projects / break bulk cargo Customs brokerage National & international transportation Consolidation services on own premises Dry, chilled, and frozen logistics flows Ex-work, DDU, DDP service Cargo Insurance Service 24/7 Duty Officer Service",100-499,"The Yuson Tower, 273B Ton Dan Str., Ward 15, District 4. Ho Chi Minh City",Vận tải / Kho vận,C_92c1ce72
Tin Học Nguyễn Trãi,Đang cập nhật,Đang cập nhật,Nguyễn Trãi. Hà Nội,Nhân Viên Sale Online,C_2ac50615
Titan DMS,"Titan DMS Pty. Ltd is a leading developer and supplier of ERP cloud-based software solutions for Automotive Dealers and Manufacturers.Since 2009, Titan’s flagship product; the Titan Dealer Management System, has been adopted by Franchised Automotive Dealerships covering over 45 different Automotive Brands throughout Australia, Africa, and Europe and continues to extend its global reach.Titan DMS is our global ERP Cloud-based system and marketed as Software as a Service (SaaS) whilst being regarded as a leader in technology and innovation within the international markets in which it competes.Titan products are built on creativity & innovation that is just one of the reasons why a career with Titan DMS could be the perfect outlet for your passion and skills.Our staff are motivated, ethical, care about customer satisfaction, and are driven towards making the most of opportunities for learning and becoming a better version of themselves. We are our people, and whilst as a business we make software, as an organization, we make some of the best in the industry! We are expanding our development team in Vietnam which is an integral part of our larger global development team headquartered in Australia.",100-499,"182-184 Lê Đại Hành, Phường 15, Quận 11, TP.HCM",IT phần mềm,C_5fe752c8
Titan Technology Corporation,"Titan Technology Corporation is a software outsourcing services company that delivers leading solutions for global clients in various of domains and industries. With comprehensive knowledge and experience of software development, combined with offshore cost benefits, we are able to deliver high-quality development services thereby minimizing costs and maximizing benefits for our valuable clients. Founded on trust by an experienced and professional team, we have big ambitions through our vision and missions to provide the best services to our clients.",100-499,"40 Lam Son Street, Ward 2, Tan Binh District, Ho Chi Minh City, Vietnam",IT phần mềm,C_b85f955b
Tm Dv Truyền Thông Happy Life,Đang cập nhật,Đang cập nhật,"Lầu 5, Tòa Nhà Anna, Công Viên Phần Mềm Quang Trung, Q12, Tp Hcm",nhân viên tư vấn qua điện thoại,C_bd39b7fa
Tnhh Dvtmqt Thành Phát,"Công ty Thành Phát được thành lập năm 2013, với phần góp vốn của các cổ đông là các doanh nhân Việt Nam và Đức, chuyên về lĩnh vực sản xuất mặt hạt công tắc và ổ cắm. Là một công ty trẻ nhưng toàn bộ ban lãnh đạo đều là những người có chuyên môn sâu trong lĩnh vực kỹ thuật với về dày kinh nghiệm nhiều năm trong nền sản xuất công nghiệp.",Đang cập nhật,15 Ngõ 27 Lý Sơn,nhân viên thị trường,C_138f1989
Tnhh Gia Linh,"Thành lập từ năm 2003, khởi đầu là một công ty thương mại chuyên về các sản phẩm nội thất gỗ. Công ty TNHH GIA LINH BEGILI đã vươn mình trở thành công ty hàng đầu về sản xuất và kinh doanh các sản phẩm nội thất tại miền Trung.Tiếp nối các bước thành công, Công ty TNHH GIA LINH BEGILI đã mở rộng quy mô hoạt động trong lĩnh vực xây dựng và thiết kế. Và cũng đã gặt hái được không ít thành công.",Đang cập nhật,185 Đường 30 Tháng 4,họa viên 3D,C_2af86c68
Tnhh Hoàng Cương,"Bếp Hoàng Cương - 15 năm Uy Tín phân phối các thiết bị nhà bếp Chính hãng: Bosch, Teka, Hafele, Chefs, ... Chuyên cung cấp các thiết bị nhà bếp và phòng tắm nhập khẩu từ Châu Âu. Đến với chúng tôi bạn sẽ được mua được những sản phẩm chính hãng",100-499,"268 Tây Sơn, Đống Đa, Hà Nội",nhân viên bán hàng online,C_0f99cc77
Tnhh Mtv Thực Phẩm Nguyên Thành Đạt,"Công ty TNHH MTV Thực Phẩm Nguyên Thành Đạt (gọi tắt là Nguyen Thanh Dat food), chuyên cung cấp thực phẩm tươi sống và suất ăn cộng đồng cho các Trường học, Công ty, Bệnh viện,… Trụ sở đóng tại số 37/19, đường ĐX 020, khu 6, phường Phú Mỹ, thành phố Thủ Dầu Một, tỉnh Bình Dương",Đang cập nhật,"Số 37/19,đường Dx020, Khu 6, P.phú Mỹ, Tp. Thủ Dầu Một, Bình Dương",nhân viên công nghệ thực phẩm,C_e81ee986
Tnhh Nhơn Mỹ,"Nhơn Mỹ thành lập vào 7/2008 cho đến nay đã trở thành một công ty phát triển lớn mạnh trong nhiều lĩnh vực trong chuyển động không ngừng của internet, tiềm thức chúng ta ngày nào cũng email, cũng facebook, cũng lướt qua báo mạng,... Mọi kết nối xung quanh kết bạn, gia đình, công việc, giải trí,... chỉ nhỏ bằng một chiếc điện thoại mà không cần thứ cồng kềnh như Máy Tính.Cùng với sức mạnh ngày càng lan tỏa của nền kinh tế tri thức internet, Nhơn Mỹ chắc chắn mạnh lợi nhuận bền vững cho doanh nghi",10-24,"1448 Đường 3/2, Phường 2, Quận 11, Tp Hồ Chí Minh, Việt Nam",Content Marketing,C_8c1bc1a8
Tnhh Rbox,"Về chúng tôi - Công ty TNHH RBOX Việt Nam là nhà cung cấp dịch vụ nhân sự, giải pháp quản lý và tuyển dụng nhân sự uy tín tại thị trường Việt Nam. - Công ty được thành lập từ tháng 1 năm 2018 nhằm cải thiện chất lượng và hiệu quả của các dịch vụ liên quan đến nhu cầu thuê ngoài dịch vụ. Với đội ngũ nhân viên được đào tạo chuyên nghiệp và tận tâm, RBOX cam kết cung cấp cho khách hàng những dịch vụ có giá trị và lợi thế cạnh tranh cao. 2. Sứ mệnh - Luôn Đồng hành và Phát triển cùng Doanh nghiệp trong sự nghiệp phát triển Nguồn nhân lực. - Mở ra cơ hội nghề nghiệp phù hợp với mọi đối tượng. Đặc biệt là đối với các bạn sinh viên Việt Nam.",Đang cập nhật,"205A Nguyễn Xí, Phường 26, Quận Bình Thạnh, Thành Phố Hồ Chí Minh",nhân viên bán hàng vinmart,C_ca247d0c
Tnhh Thuong Mại Chế Biến Thuc Phẩm,"CÔNG TY TNHH CÀ PHÊ AN LẠC PHÁT Tên quốc tếAN LAC PHAT COFFEE COMPANY LIMITED Tên viết tắtAN LAC PHAT COFFEE CO.,LTD Mã số thuế0313566668 Địa chỉ30/4C Nguyễn Thị Thử, Xã Xuân Thới Sơn, Huyện Hóc Môn, Thành phố Hồ Chí Minh, Việt Nam Người đại diệnNGUYỄN THỊ THANH LOAN Ngoài ra NGUYỄN THỊ THANH LOAN còn đại diện các doanh nghiệp: CTY TNHH TÍN NGHĨA",Đang cập nhật,Phan Thiet,Nhân Viên Sale Online,C_2777c47c
Today Fitness,"Today Fitness Phan Văn Đáng Quận Thủ Đức Tại Today Fitnes, được cùng tập luyện, cùng được cải thiện bản thân tốt hơn lên mỗi ngày với bạn là một niềm vui rất lớn đối với đội ngũ nhân viên và HLV Today. Sau mỗi ngày với những cuộc họp kéo dài, những cái deadline dồn dập... >> Thì việc ghé Today Fitness và tự do trải nghiệm các bộ môn tập luyện sẽ giúp bạn lấy lại nguồn năng lượng dồi dào và một tâm hồn thư thái. Phòng tập hiện đại với đa dạng bộ môn cho bạn lựa chọn: Gym, Yoga, Xông hơi, Jacuzzi ☑️ Hệ thống máy và phòng tập chất lượng cao ☑️ Đội ngũ PT 1:1 chuyên nghiệp tận tình ☑️ Không giới hạn thời gian tập luyện Mỗi giờ tập luyện thoải mái tại Today bạn được đổi lại một ngày làm tràn đầy năng lượng và cảm hứng.",10-24,"29 Đ. Số 60 - TML, Phường Thạnh Mỹ Lợi, Thủ Đức, Thành phố Hồ Chí Minh",Kinh doanh / Bán hàng,C_6b2b70bf
Top On Seek (TOS) Ltd.,"Giới thiệu TopOnSeek (TOS) được thành lập từ 2016 với sứ mệnh mang lại cho website quý Doanh nghiệp những giải pháp SEO toàn diện để từ đó không chỉ tăng lượt truy cập từ nhiên mà còn tối ưu hóa tỉ lệ chuyển đổi mang lại nguồn thu ổn định. TOS cũng là đối tác đầu tiên với SEMrush tại Việt Nam nhằm mang lại công cụ hỗ trợ triển khai Digital Marketing tiên tiến trên thế giới đến các chuyên gia Digital tại Việt Nam. Quy mô công ty: Hơn 20 khách hàng thuộc top 3 players của từng lĩnh vực 85% khách hàng ký hợp đồng các phase tiếp theo Hơn 40 nhân sự fulltime (chưa tính đội freelancer) TOS sử dụng phương pháp SEO an toàn, lấy nền tảng kĩ thuật và nội dung của website làm nội lực để thúc đẩy tăng trưởng bền vững. Đội ngũ triển khai dự án sẽ bao gồm: Account:PM (Project Manager) SEO Expert SEO Content Leader SEO Editor SEO: Kiểm tra SEO website Đề xuất từ khóa chiến lược Cam kết thứ hạng từ khóa Cam kết tăng trưởng truy cập Tối ưu Google Maps, Image Conversion Optimization: Định nghĩa conversion Phân tích hành vi Set-up tracking Ecommerce set-up Conversion Optimization TopOnTech (TOT) công ty trực thuộc TOS phát triển sản phẩm dưới góc nhìn của Digital Marketer: đảm bảo website không chỉ đáp ứng yêu cầu nghiệp vụ mà còn sẵn sàng đáp ứng yêu cầu của Marketing. Product Development: Website development Application development Internal system development Website migration",25-99,"68 Hoàng Diệu, Phường 12, Quận 4, TPHCM",Dịch vụ khách hàng,C_a36e6b9c
"Toshiba Software Development (Vietnam) Co., Ltd.","Toshiba Software Development (Vietnam) Co., Ltd. is one of a few worldwide offshore software development centers of Toshiba Corporate, under Toshiba Corporate Software Engineering & Technology Center (SWC). We have one sibling in India with around 1000 engineers, focusing on embedded software development.Recently, we are developing software for variety of Toshiba products & solutions, including following business domains: (i) Energy Systems & Solutions, (ii) Infrastructure Systems & Solutions, (iii) Electronic Devices & Storage Solutions, (iv) Digital Solutions. Besides, TSDV have been also working on R&D activities of cutting-edge fundamental software technologies. Our goal is to become an overseas core development center for Toshiba and a leading company in software development field.",100-499,"16th Floor, VIT Building, 519 Kim Ma Str., Ba Dinh Dist., Hanoi, Vietnam",Công nghệ thông tin,C_a3c10930
